# BEAST v1.6.1, Build r3651
# Generated Wed Jan 06 01:39:04 EST 2016 [seed=1452062334603]
state	posterior	prior	likelihood	treeModel.rootHeight	tmrca(HIV-1)	tmrca(HIV-2)	tmrca(SIV-cpz)	tmrca(SIV-smm)	constant.popSize	kappa	alpha	clock.rate	treeLikelihood	coalescent
94000	-336433.2953789354	-1612.788981052685	-334820.5063978827	2.5773857368333868E11	9.218558562759042E10	4.561236939985302E10	1.1650038993591736E11	6.353441668568881E10	1.029839566561519E12	3.2487061449799315	0.6852512840759191	3.870430145195862E-12	-334820.5063978827	-1602.1353410285813
95000	-336430.45644803025	-1607.5890524007175	-334822.8673956295	2.2120464126286667E11	8.010793549768184E10	3.9946774031824585E10	1.0202727428764313E11	5.564572820305355E10	1.1317959359975662E12	3.2487061449799315	0.6852512840759191	4.5676981859145215E-12	-334822.8673956295	-1596.675531605584
96000	-336499.8439154733	-1676.963267370754	-334822.88064810255	7.657285603331053E11	2.8256609986764026E11	1.422498102316848E11	3.5988924899881445E11	1.9627129315594077E11	3.6540274186412344E12	3.211407288573484	0.6852512840759191	1.3070409272806312E-12	-334822.88064810255	-1666.1405370002215
97000	-336522.81596963655	-1698.1569430386678	-334824.65902659786	1.0977793479652662E12	4.066345230549536E11	2.0470413835351285E11	5.1791673882964874E11	2.824539912799455E11	5.615096513011207E12	3.211407288573484	0.6852512840759191	9.144864669672205E-13	-334824.65902659786	-1687.261385052579
98000	-336547.7897857201	-1730.4370074228923	-334817.3527782972	2.090130005462465E12	7.495406316832097E11	3.7967501905306573E11	9.546653628918815E11	5.206445763149016E11	8.387646429320788E12	3.211407288573484	0.6852512840759191	4.864622790405608E-13	-334817.3527782972	-1719.7707203559683
99000	-336546.9228740483	-1730.844276326994	-334816.0785977213	2.0506861615767085E12	7.560888204393456E11	3.829913471523269E11	9.630172795376375E11	5.25189375550573E11	7.717841497782359E12	3.211407288573484	0.6838196782891601	4.793853235064079E-13	-334816.0785977213	-1720.2758544954024
100000	-336552.8511099903	-1730.3716609026637	-334822.47944908764	2.0261798102341155E12	7.317764175580797E11	3.7647324170360645E11	9.466486159038684E11	5.162629269422562E11	6.8723516982814E12	3.211407288573484	0.6960441455160067	4.827817436671083E-13	-334822.47944908764	-1719.9122145276058
101000	-336537.3654388684	-1712.5652854220803	-334824.8001534463	1.4535783191702188E12	5.3451555248380225E11	2.7672790481005023E11	6.901487135095916E11	3.763804001097911E11	6.248389625569652E12	3.211407288573484	0.6960441455160067	6.665637783152797E-13	-334824.8001534463	-1701.8787730579763
102000	-336542.2382145696	-1717.4849991476085	-334824.753215422	1.6986947335174282E12	5.864316184008641E11	3.036121822781268E11	7.571853043865928E11	4.1293786756734094E11	6.710874958052438E12	3.211407288573484	0.6960441455160067	6.034397288618748E-13	-334824.753215422	-1706.82647138608
103000	-336548.3671516053	-1724.6109068997412	-334823.7562447056	1.835047264475139E12	6.62142201561843E11	3.428121450034807E11	8.549399177228748E11	4.662451155074273E11	6.385836633943807E12	3.211407288573484	0.6960441455160067	5.432053764268755E-13	-334823.7562447056	-1714.1070794984132
104000	-336540.51945328165	-1718.6954539230126	-334821.82399935863	1.7219009773449814E12	6.090390200607638E11	3.096248109499092E11	7.828661818413597E11	4.211035273193835E11	6.255061592273008E12	3.211407288573484	0.6960441455160067	6.004567925688046E-13	-334821.82399935863	-1708.1122150335816
105000	-336546.72713216464	-1722.9512101906228	-334823.77592197404	1.8199079097569019E12	6.572636136164503E11	3.341468762769531E11	8.226511175118499E11	4.544467877323854E11	6.650112605195651E12	3.211407288573484	0.6960441455160067	5.520578371684561E-13	-334823.77592197404	-1712.3906823346827
106000	-336557.27554827026	-1731.8266302171542	-334825.4489180531	2.0972212070600222E12	7.556560893683461E11	3.9157025311683954E11	9.640207368983492E11	5.421957257104903E11	7.556143861542656E12	3.211407288573484	0.6960441455160067	4.72658242886051E-13	-334825.4489180531	-1721.2935001016153
107000	-336563.04003673646	-1743.688706639869	-334819.3513300966	2.540094017796236E12	9.288928353641703E11	4.813299765304018E11	1.1850248587443567E12	6.330982461991478E11	1.0915715653711281E13	3.211407288573484	0.6960441455160067	3.874229422419199E-13	-334819.3513300966	-1732.986390729769
108000	-336573.8947758461	-1755.9402023350765	-334817.95457351103	3.3424347191847124E12	1.1512162611370547E12	5.965293556618992E11	1.4686387170717844E12	8.114237776419972E11	1.0891765411222984E13	3.2026806661133667	0.6960441455160067	3.07444353869795E-13	-334817.95457351103	-1745.4740836165306
109000	-336572.71071697806	-1757.200118215324	-334815.5105987627	3.2638122358816533E12	1.1978559311214883E12	6.118113098151421E11	1.5062572781955076E12	8.106259507021348E11	1.1303162980764912E13	3.2026806661133667	0.6960441455160067	3.0347702496635417E-13	-334815.5105987627	-1746.7098991495777
110000	-336509.07185433386	-1691.688552558842	-334817.38330177503	1.0350762834382969E12	3.731951074818863E11	1.958976839396948E11	4.6927640814161804E11	2.5230380673845718E11	4.243992930468154E12	3.2026806661133667	0.6960441455160067	9.640516543138065E-13	-334817.38330177503	-1681.023228404309
111000	-336465.89622613724	-1647.694578639148	-334818.20164749806	4.542813590818283E11	1.692152665392166E11	8.954920979196703E10	2.1451919614729715E11	1.1533139823642778E11	1.9250560485444255E12	3.2026806661133667	0.6960441455160067	2.0893958761083186E-12	-334818.20164749806	-1637.0470920693308
112000	-336412.9060583396	-1589.3171632228111	-334823.58889511676	1.6429280728920514E11	6.048513919992457E10	3.044982165572219E10	7.567496647441806E10	4.283497518152769E10	6.601739716188646E11	3.2026806661133667	0.6960441455160067	6.027977123409824E-12	-334823.58889511676	-1578.6814066422837
113000	-336389.1016657675	-1564.7491541206969	-334824.3525116468	1.0325222956653065E11	3.9116260756751434E10	1.965439101723601E10	4.891517988217206E10	2.6409315009722137E10	4.34065146956854E11	3.2026806661133667	0.6960441455160067	9.380776943953394E-12	-334824.3525116468	-1554.0908974501588
114000	-336413.573248631	-1593.7691454836759	-334819.8041031473	1.7928610407689487E11	6.612594549206678E10	3.3236314359059223E10	8.271028887794858E10	4.4184158639144356E10	6.905837665567828E11	3.2026806661133667	0.6960441455160067	5.5150065813725336E-12	-334819.8041031473	-1583.177204719405
115000	-336404.6988379387	-1588.8379426533	-334815.86089528544	1.6718734181236154E11	6.024716905188025E10	3.0490918239009853E10	7.516047867868593E10	4.053435723729287E10	6.130067032527054E11	3.2026806661133667	0.6960441455160067	6.039632154161964E-12	-334815.86089528544	-1578.2743839042462
116000	-336383.70106821915	-1564.7413790779422	-334818.9596891412	1.0735215655921283E11	3.868673604895522E10	1.9576041529713524E10	4.903136439497089E10	2.6028800788002514E10	4.6942459659764813E11	3.2026806661133667	0.6960441455160067	9.53540937939992E-12	-334818.9596891412	-1553.9884761228075
117000	-336392.904922565	-1573.8753339271448	-334819.0295886378	1.2798989724487285E11	4.563204152148317E10	2.3083315787306675E10	5.783159370064913E10	3.1239471376987106E10	5.388029739517692E11	3.206918206515546	0.6960441455160067	7.834031926471258E-12	-334819.0295886378	-1563.1794654359996
118000	-336361.89873082266	-1542.1127945287624	-334819.7859362939	6.972762857335338E10	2.6235409975580463E10	1.3121134884667612E10	3.2865562593776497E10	1.788972129309351E10	2.618312584535575E11	3.206918206515546	0.6921458481586658	1.4087036155458282E-11	-334819.7859362939	-1531.5523848925475
119000	-336359.1337938456	-1535.4104028912345	-334823.7233909544	6.0678018774845085E10	2.3096594341762024E10	1.1552619264945782E10	2.893490024781435E10	1.575146221893506E10	2.140553093524776E11	3.206918206515546	0.6921458481586658	1.6056157559052513E-11	-334823.7233909544	-1524.9207524288292
120000	-336421.7093237655	-1600.8506190919293	-334820.85870467353	2.0574398263919138E11	7.500584102951273E10	3.880274989981E10	9.383560170167065E10	5.115510370520177E10	7.823590649500278E11	3.206918206515546	0.6921458481586658	4.894805880940909E-12	-334820.85870467353	-1590.2516191567067
121000	-336419.3558018645	-1602.0214701689642	-334817.3343316956	1.9759317971989313E11	7.438427549227628E10	3.803571885651543E10	9.496521572119801E10	5.078325892219755E10	8.998201972816228E11	3.206918206515546	0.6921458481586658	4.869484082007323E-12	-334817.3343316956	-1591.2877705071512
122000	-336427.1025512168	-1609.5040357796363	-334817.59851543716	2.411988333711759E11	8.517360874792184E10	4.3553686690494064E10	1.0875472761929933E11	5.816253848509653E10	1.0209958177082368E12	3.206918206515546	0.6921458481586658	4.225490159556612E-12	-334817.59851543716	-1598.7857082310993
123000	-336416.4439219405	-1597.0758408624802	-334819.36808107805	1.9548180922465683E11	6.972304913933746E10	3.5142871508585526E10	8.696878918138054E10	4.692881074573122E10	7.684804838554984E11	3.206918206515546	0.6921458481586658	5.26843014880216E-12	-334819.36808107805	-1586.421255299929
124000	-336401.93430855253	-1577.235152203428	-334824.6991563491	1.410078682188931E11	4.8408493079584625E10	2.4400138102034042E10	6.0384488843808235E10	3.2581350524312225E10	5.750914706326763E11	3.206918206515546	0.6921458481586658	7.585386633532657E-12	-334824.6991563491	-1566.5063260408233
125000	-336389.94072564936	-1567.0607801157153	-334822.87994553364	1.1345315890003227E11	3.9620347516405716E10	2.0425633477783054E10	5.0526382931193596E10	2.726874234688386E10	3.772141847076153E11	3.206918206515546	0.6921458481586658	9.111768092567265E-12	-334822.87994553364	-1556.5705100583766
126000	-336372.1499087346	-1548.9629860017951	-334823.1869227328	7.747043334768822E10	2.8582041798108383E10	1.4736234057393656E10	3.6097047212031E10	2.0128657768056213E10	3.5607443650045715E11	3.206918206515546	0.6921458481586658	1.2356670575822699E-11	-334823.1869227328	-1538.2260646589536
127000	-336427.9500498246	-1602.6975891942725	-334825.2524606303	2.1143930913037784E11	7.296727621292207E10	3.757087068495277E10	9.200384544629112E10	5.129556195659507E10	1.0173107017898822E12	3.206918206515546	0.6921458481586658	4.886138131717695E-12	-334825.2524606303	-1591.837755801875
128000	-336457.9909241705	-1638.442436279685	-334819.5484878908	3.8420827686106366E11	1.4188930513942038E11	7.30603926665575E10	1.7891809968607687E11	9.975648292726857E10	1.6749648163797004E12	3.206918206515546	0.6921458481586658	2.506380290732723E-12	-334819.5484878908	-1627.7508683895983
129000	-336478.9723973442	-1646.6297494738894	-334832.3426478703	4.4585616033425055E11	1.6977571633678928E11	8.42467950240196E10	2.163142629571249E11	1.1613947766921141E11	1.8163672374226958E12	3.1637471045054584	0.6921458481586658	2.203095612009928E-12	-334832.3426478703	-1636.0009108514432
130000	-336471.9002387337	-1643.2187766822042	-334828.68146205146	4.176187735886101E11	1.5685446531209674E11	7.867117995331989E10	2.0199629255472E11	1.0845182714091692E11	1.4286702547939607E12	3.1637471045054584	0.6921458481586658	2.3327518990547325E-12	-334828.68146205146	-1632.772904432501
131000	-336432.7112524961	-1608.4294474785565	-334824.28180501756	2.2905755845510226E11	8.477147667133522E10	4.251997577122996E10	1.0916848808355641E11	5.675290338242138E10	7.802226624862136E11	3.1637471045054584	0.6921458481586658	4.242518065085519E-12	-334824.28180501756	-1597.990985059374
132000	-336428.7468129533	-1593.86727283565	-334834.8795401177	1.7964684489796896E11	6.293697362527572E10	3.2824255266036777E10	8.03903830365148E10	4.381183253969624E10	7.895100872368745E11	3.1637471045054584	0.6941524930945898	5.572806817582006E-12	-334834.8795401177	-1583.1445080238962
133000	-336436.8603991389	-1609.4477415818271	-334827.41265755706	2.325835421056342E11	8.279476509647864E10	4.270521244858647E10	1.0575426291449846E11	5.7325713282006714E10	1.0645235097983424E12	3.2139088698857683	0.6868114433079495	4.2382981809340705E-12	-334827.41265755706	-1598.6822322736093
134000	-336429.6766335875	-1613.067585904293	-334816.60904768325	2.5494783908898242E11	9.244301363230383E10	4.626104432874421E10	1.1455686973092758E11	6.209849719289869E10	1.0383971203695499E12	3.2139088698857683	0.6868114433079495	3.945340068593973E-12	-334816.60904768325	-1602.3984806292308
135000	-336410.9312899956	-1584.5336750338358	-334826.3976149618	1.5321793242210992E11	5.536474047355318E10	2.77483689515115E10	6.8715530770426125E10	3.807695068662653E10	6.014330663389307E11	3.2139088698857683	0.6868114433079495	6.555518579895004E-12	-334826.3976149618	-1573.903423779151
136000	-336423.8373851804	-1608.9729779600382	-334814.8644072204	2.280199112046882E11	8.485930365127962E10	4.280915137615315E10	1.0607970766659877E11	5.873979438953619E10	7.862234760052769E11	3.2139088698857683	0.6879937186905137	4.289396706314944E-12	-334814.8644072204	-1598.4985378539493
137000	-336423.7957085311	-1603.4059635920357	-334820.38974493905	2.0343826375487866E11	7.672202753814273E10	3.8038055630144905E10	9.925801900193047E10	5.3103781166345436E10	6.999961879383937E11	3.2139088698857683	0.6964402568584663	4.741793949076051E-12	-334820.38974493905	-1592.9475204995729
138000	-336380.1228873904	-1563.5832653831017	-334816.5396220073	1.0022678549693895E11	3.790048304664725E10	1.9162877493922886E10	4.750270952793536E10	2.623914703209478E10	4.4591248052134937E11	3.2139088698857683	0.6964402568584663	9.507107671543046E-12	-334816.5396220073	-1552.8808459428365
139000	-336350.3849428434	-1530.4518746169294	-334819.9330682265	5.75074846155577E10	2.11260462031011E10	1.0683124718895554E10	2.7153898508228855E10	1.4627014184626043E10	2.2321823309448596E11	3.2455269106679454	0.6964402568584663	1.695460932936732E-11	-334819.9330682265	-1519.8526365618432
140000	-336343.04512926354	-1519.3057707979162	-334823.73935846565	4.769904594528335E10	1.737338649439518E10	8.698023322044767E9	2.203338923933907E10	1.1864632163607979E10	2.06654339089682E11	3.2455269106679454	0.6964402568584663	2.0996855532911842E-11	-334823.73935846565	-1508.570015998133
141000	-336389.38291908463	-1559.3560239550834	-334830.02689512953	9.541296138870988E10	3.4540538950393776E10	1.7461300512974968E10	4.47314766341067E10	2.396276089280076E10	4.3980140120212213E11	3.2507736461537085	0.6964402568584663	1.035741626786298E-11	-334830.02689512953	-1548.5691572355372
142000	-336408.7559343136	-1584.3970837059699	-334824.3588506076	1.5204398282068192E11	5.483999017952243E10	2.820090849788343E10	7.102555865712137E10	3.805428293584369E10	5.4480924508170715E11	3.2507736461537085	0.6964402568584663	6.486893270264242E-12	-334824.3588506076	-1573.8635556965796
143000	-336424.05476812826	-1599.0955141322443	-334824.959253996	1.8536028980046512E11	6.988349151340535E10	3.51798712679977E10	9.05113792812748E10	4.851266409012919E10	9.196865825964994E11	3.2507736461537085	0.6964402568584663	5.158977207876103E-12	-334824.959253996	-1588.26720523785
144000	-336425.27941679367	-1602.4976302308712	-334822.7817865628	2.008900119695812E11	7.408673264224353E10	3.6982630226079605E10	9.595556037055821E10	5.142796746135248E10	6.1887951581064E11	3.2507736461537085	0.6964402568584663	4.877911766520216E-12	-334822.7817865628	-1592.1214087785265
145000	-336423.058440595	-1598.0916488715964	-334824.9667917234	1.9360361132522183E11	7.000876368574178E10	3.495538881549603E10	9.068004161427356E10	4.860390331546457E10	6.568423109557869E11	3.2507736461537085	0.6964402568584663	5.167553038165539E-12	-334824.9667917234	-1587.5982696711353
146000	-336380.678741743	-1563.8559837699663	-334816.822757973	1.0602208481315736E11	3.726936312868361E10	1.8604426547117325E10	4.8268456726642166E10	2.5858354267873585E10	4.937227129232569E11	3.2507736461537085	0.6964402568584663	9.76897316955724E-12	-334816.822757973	-1553.0118992239154
147000	-336369.8505538367	-1544.3883398534692	-334825.4622139832	7.385558769435385E10	2.7152691199352283E10	1.3460375210162016E10	3.495325730399818E10	1.8724279352048904E10	3.105794463109979E11	3.2507736461537085	0.6761923352998117	1.3529698298226689E-11	-334825.4622139832	-1533.682439515514
148000	-336380.5456307429	-1555.9791821710128	-334824.5664485719	9.46436524297498E10	3.336115491585368E10	1.6539356181253487E10	4.296798879574779E10	2.30139083922453E10	3.4085071057771436E11	3.2507736461537085	0.6761923352998117	1.1058628758572756E-11	-334824.5664485719	-1545.3817514456184
149000	-336383.3093428705	-1551.7979263742645	-334831.51141649624	8.428645206165948E10	3.0361152089759113E10	1.5235631892325674E10	3.955019886632887E10	2.1190436010148968E10	2.9783407070777814E11	3.20008802575496	0.6761923352998117	1.1782521475503772E-11	-334831.51141649624	-1541.2894957902424
150000	-336389.4131353357	-1563.9075024603042	-334825.5056328754	1.0646267980623499E11	3.746465582131461E10	1.8812745102434223E10	4.881347481028867E10	2.615892519182523E10	3.5204704252298413E11	3.20008802575496	0.6761923352998117	9.586415253508249E-12	-334825.5056328754	-1553.4379075015513
151000	-336360.7698394738	-1529.5166310383506	-334831.2532084355	5.531356271401234E10	2.0346945111405167E10	1.0000197585370173E10	2.5970393686949467E10	1.3927575103038181E10	2.6497860121395563E11	3.20008802575496	0.6761923352998117	1.809365071259018E-11	-334831.2532084355	-1518.6965729624517
152000	-336330.25880064355	-1499.5839098571068	-334830.67489078647	3.511629979474472E10	1.1751744240568737E10	5.950120093026031E9	1.5457688968653215E10	8.2910705471054945E9	1.421864651157865E11	3.27613663915465	0.6761923352998117	3.021533758570611E-11	-334830.67489078647	-1488.8479698637695
153000	-336327.30091388454	-1500.9658173871424	-334826.3350964974	3.3761557665312614E10	1.212345455474776E10	6.280898024808125E9	1.5941436964492016E10	8.553085763262993E9	1.3378865043818118E11	3.2334851932448396	0.6761923352998117	2.9467110239140385E-11	-334826.3350964974	-1490.330420132305
154000	-336301.6617740966	-1476.9005744934664	-334824.76119960315	2.229062590837547E10	7.903426509270724E9	4.0671421772271957E9	1.0309728816140656E10	5.533860385348398E9	9.453517501871579E10	3.23333301888531	0.6761923352998117	4.481511948730863E-11	-334824.76119960315	-1466.1936672943968
155000	-336310.65425653936	-1486.4392717995445	-334824.21498473984	2.7162008238000076E10	9.429535403231237E9	4.851842495920692E9	1.2355745903076036E10	6.598297442454826E9	1.044648513713025E11	3.23333301888531	0.6836690225820242	3.740922504541937E-11	-334824.21498473984	-1475.8129335336537
156000	-336268.940341878	-1440.4450099291494	-334828.49533194886	1.1675077824559298E10	4.0953430237557454E9	2.1432352466927536E9	5.378387308606936E9	2.867423427672922E9	5.25802685877725E10	3.23333301888531	0.6836690225820242	8.746310192843012E-11	-334828.49533194886	-1429.6567310205817
